start	end	target
170000.0	170002.0	19
171000.0	171002.0	19
172000.0	172002.0	19
173000.0	173002.0	19
174000.0	174002.0	19
175000.0	175002.0	19
176000.0	176002.0	19
177000.0	177002.0	19
178000.0	178002.0	19
179000.0	179002.0	19
