start	end	target
160000.0	160002.0	14
161000.0	161002.0	14
162000.0	162002.0	14
163000.0	163002.0	14
164000.0	164002.0	14
165000.0	165002.0	14
166000.0	166002.0	14
167000.0	167002.0	14
168000.0	168002.0	14
169000.0	169002.0	14
