sender	time_ms
128	1027.82
127	1032.85
130	1033.66
126	1033.8
129	1034.04
130	1034.56
127	1035.78
129	1039.57
130	1040.83
126	1041.83
126	1228.55
126	1451.98
129	1460.46
130	1463.93
127	1474.11
128	1474.68
129	1475.34
130	1476.3
127	1476.63
130	1477.14
126	1477.35
129	1477.36
127	1478.01
128	1478.5
127	1478.99
129	1479.02
126	1479.02
130	1479.19
130	1480.9
127	1860.77
129	1861.18
128	1861.2
130	1861.66
126	1862.49
130	1862.52
127	1862.66
127	1863.92
130	1864.62
126	1864.76
129	1864.81
127	1864.92
126	1865.92
130	1866.55
127	2112.65
126	2733.44
128	3316.28
130	3319.28
129	3319.78
127	3321.66
126	3322.72
126	3324.12
130	3325.18
126	3325.31
127	3325.48
129	3326.29
130	3327.38
127	3327.55
130	3329.15
127	3330.49
129	3333.41
127	4184.22
129	4192.28
128	4193.33
130	4195.45
126	4197.04
130	4197.91
127	4199.2
126	4201.39
130	4201.89
129	4202.33
129	5192.33
127	5201.31
130	5204.75
129	5205.96
128	5206.23
127	5206.3
126	5206.96
130	5207.19
127	5207.25
130	5208.36
126	5208.68
129	5208.98
127	5209.13
130	5210.25
129	5210.34
127	5210.39
126	5210.66
126	5211.4
130	5849.26
127	5853.48
126	5854.48
129	5855.08
128	5855.17
130	5856.62
127	5856.92
129	5856.99
129	5857.77
130	5859.33
127	5859.85
130	5860.11
126	5860.37
126	5862.39
128	7558.81
127	7593.03
130	7594.37
126	7594.55
129	7596.08
127	7599.89
130	7600.7
130	7602.01
126	7602.66
129	7602.85
127	7603.44
128	7604.03
129	7604.39
126	8016.78
126	8204.73
127	10634.11
129	10634.95
130	10635.57
127	10636.02
128	10636.16
126	10636.64
130	10637.64
126	10637.72
129	10637.8
127	10638.16
130	10640.22
130	10994.12
126	10994.33
127	10994.47
129	10994.5
128	10995.12
127	10995.71
129	10996.12
130	10996.16
130	10998.32
126	10998.73
127	10998.76
129	11001.76
126	11451.64
128	11667.82
129	11669.74
127	11671.49
126	11675.83
130	11680.58
130	11684.24
127	11684.53
126	11684.8
129	11685.29
127	11686.38
130	11686.41
126	11687.32
129	11688.32
126	12715.62
129	12715.75
128	12716.31
127	12716.55
130	12717.09
127	12717.88
130	12719.28
126	12722.49
130	12724.36
127	12725.95
126	12726.69
129	12726.75
126	12728.19
127	12729.34
127	13410.92
126	13411.01
129	13411.08
130	13411.09
127	13414.06
126	13414.5
128	13414.53
130	13414.78
130	13416.83
130	13417.87
127	13418.23
129	13419.23
126	13419.8
126	14917.4
129	14917.52
127	14917.69
130	14917.92
128	14917.95
127	14919.02
130	14919.35
129	14919.42
126	14920.49
130	14920.51
127	14923.33
126	15548.08
128	15573.98
127	15578.49
129	15578.59
126	15579.51
130	15579.69
130	15580.91
126	15581.26
129	15581.32
127	15582.58
130	15583.07
128	16828.17
127	16828.32
129	16830.53
130	16830.99
130	16832.4
127	16832.41
129	16832.83
126	16833.19
126	16833.99
130	16835.09
127	16835.57
130	16836.05
126	16836.71
127	16837.81
127	17339.76
130	17339.94
128	17340.49
129	17341.61
127	17341.7
130	17341.9
126	17342.06
129	17344.62
126	17345.86
127	17346.59
130	17346.96
129	17348.62
130	18135.59
127	18138.07
126	18139.47
129	18140.97
130	18149.32
127	18150.74
130	18151.3
129	18151.68
128	18152.49
129	18947.57
128	18960.17
127	18962.54
126	18974.88
130	18975.81
127	18976.56
129	18976.9
130	18977.03
126	18978.28
127	18978.55
130	18978.86
129	18982.17
126	19807.07
128	19978.43
130	19987.55
127	19988.35
129	19988.74
126	19989.04
127	19989.31
130	19989.72
130	19990.3
127	19990.58
129	19990.64
126	19991.05
127	19991.49
129	19992.1
130	19992.26
126	19992.49
126	19993.12
130	19993.77
126	20294.68
130	20365.76
127	20368.72
129	20372.25
126	20373.01
130	20382.11
127	20382.16
129	20382.96
128	20384.21
130	20384.26
126	20385.13
127	20385.41
130	20386.34
129	20387.3
126	20388.0
126	21106.12
127	21968.27
130	21968.69
127	21969.87
