sender	time_ms
107	213.18
106	286.51
107	1031.48
110	1031.73
108	1032.45
106	1033.86
108	1034.88
107	1035.13
110	1036.03
108	1036.2
108	1037.65
107	1038.38
106	1040.07
106	1362.63
108	1456.71
107	1457.45
110	1465.45
106	1469.07
107	1476.81
108	1477.5
107	1478.43
108	1478.95
110	1479.5
108	1480.0
107	1480.78
108	1481.05
110	1481.17
106	1481.83
107	1482.27
110	1482.83
108	1859.46
106	1859.77
109	1860.04
107	1860.2
110	1860.27
108	1860.88
110	1861.82
107	1861.87
108	1861.92
106	1861.97
108	1863.77
107	1864.22
108	1864.99
110	1865.0
107	1866.57
108	1866.61
108	1868.13
107	1868.5
110	1868.62
106	1869.98
107	3321.17
108	3322.01
110	3323.45
108	3323.66
106	3324.96
108	3325.05
107	3325.58
108	3326.18
110	3326.51
107	3326.6
106	3326.74
108	3326.91
110	3327.42
107	3327.61
106	3328.0
108	3328.22
110	3328.83
108	3329.1
107	3332.9
108	4191.05
107	4194.26
110	4194.81
108	4194.86
107	4195.16
106	4195.86
108	4197.96
110	4198.52
107	4199.61
107	5198.31
108	5199.47
106	5200.49
110	5202.12
110	5206.5
108	5207.28
107	5207.7
108	5208.13
107	5208.74
108	5208.89
110	5210.2
108	5210.47
107	5210.77
108	5211.72
107	5211.89
106	5212.59
106	5851.66
107	5853.2
108	5855.58
108	5856.49
110	5856.88
107	5857.07
106	5857.53
108	5857.64
109	5857.95
107	5858.28
108	5858.38
110	5858.39
107	5859.39
108	5860.2
110	5860.28
106	6293.53
106	7554.31
110	7561.86
108	7574.75
107	7592.79
108	7595.08
108	7596.47
110	7596.74
107	7597.26
106	7598.53
107	7600.76
110	7603.1
108	7607.0
109	8025.65
106	8275.88
106	9116.11
106	9593.69
106	9902.83
108	10146.45
108	10633.11
110	10633.88
106	10634.06
108	10635.93
107	10636.2
108	10637.48
107	10638.23
110	10638.64
108	10638.8
107	10638.81
106	10639.05
108	10640.26
106	10640.6
107	10640.77
110	10641.22
110	10994.47
108	10994.65
107	10994.78
108	10995.63
107	10995.82
106	10996.19
110	10996.4
108	10996.84
108	10997.51
107	10997.91
106	10999.03
108	10999.13
107	11000.31
110	11000.9
108	11001.28
110	11002.72
106	11295.12
108	11677.24
106	11678.15
107	11678.52
109	11679.47
108	11680.56
106	11680.59
110	11681.01
107	11682.51
110	11682.62
108	11684.1
107	11687.01
108	11688.11
