sender	time_ms
226	174.42
228	174.67
230	182.61
229	184.08
227	185.75
230	198.24
227	200.07
228	201.45
228	203.44
226	203.71
229	203.94
227	204.57
229	206.18
228	207.08
227	209.53
229	819.27
226	1304.86
228	1310.0
228	1399.1
229	1400.27
227	1400.49
230	1401.23
226	1402.17
227	1402.42
228	1403.55
230	1404.34
229	1404.78
226	1775.95
226	2992.86
227	3122.71
228	3123.09
226	3123.5
230	3124.15
229	3124.17
227	3125.94
228	3126.07
230	3143.05
228	3143.24
229	3146.67
226	3917.61
226	4546.5
226	4754.94
228	4974.44
226	4975.43
229	4976.13
230	4976.57
227	4976.62
228	4977.12
227	4977.62
229	4977.66
228	4978.12
230	4978.53
227	4978.73
229	4979.01
228	4979.05
227	4980.05
230	4981.08
228	4981.46
227	5605.28
229	5606.06
226	5606.08
228	5606.54
230	5607.76
227	5608.85
228	5609.1
229	5613.66
228	5985.94
227	5987.03
229	5988.51
230	5988.85
227	5993.46
228	5997.78
226	5998.79
230	5999.04
229	5999.23
228	5999.81
227	6000.77
230	6001.84
227	6002.04
228	6002.06
229	6002.95
227	6004.35
228	6004.4
226	6313.11
228	6317.03
227	7114.73
228	7115.1
230	7116.63
229	7116.71
226	7116.96
227	7117.68
228	7117.73
229	7118.62
227	7118.86
230	7120.01
228	7120.34
229	7120.36
229	7121.57
227	7121.88
228	7122.15
230	7122.88
226	7614.87
228	7789.6
226	8257.28
226	9630.8
227	10115.14
228	10116.7
230	10119.22
229	10124.16
228	10306.48
229	10307.98
230	10309.07
227	10309.38
228	10312.28
227	10313.29
227	10314.16
230	10314.75
228	10314.75
229	10315.48
226	10315.53
228	10316.11
229	10316.11
227	10316.13
230	10317.11
227	10318.32
226	10572.67
227	10862.33
226	10862.98
228	10863.75
230	10865.76
229	10866.29
227	10881.61
228	10882.01
229	10882.9
230	10883.06
227	10884.06
228	10884.32
226	12164.42
228	12294.1
228	12710.84
227	12715.25
229	12715.79
230	12716.55
228	12717.24
227	12717.64
229	12717.69
226	12718.22
230	12719.46
228	12720.69
227	12721.01
228	13177.2
226	13177.51
229	13177.87
227	13177.9
230	13179.42
228	13179.65
227	13180.56
229	13181.03
228	13181.29
227	13181.38
230	13181.49
229	13182.76
227	13183.03
228	13183.37
230	13185.14
226	13368.92
227	14610.72
230	14611.94
228	14612.12
229	14613.24
227	14613.78
228	14614.56
229	14614.96
226	14615.22
227	14615.3
230	14616.37
228	14616.47
229	14617.37
227	14617.38
229	16037.12
230	16040.58
226	16041.24
228	16041.3
227	16041.31
227	16043.59
230	16044.04
228	16044.1
229	16045.58
228	16047.91
227	16504.53
226	16825.53
229	17358.75
228	17358.98
230	17362.61
227	17365.26
226	18126.67
227	18525.27
229	18525.51
230	18525.97
228	18527.18
230	18528.64
227	18529.0
228	18531.16
226	18532.26
228	19176.05
230	19176.12
227	19176.16
229	19176.38
228	19177.16
227	19177.65
226	19177.9
229	19178.16
230	19178.51
227	19179.22
228	19179.48
229	19180.78
230	19180.8
227	19181.36
228	20227.24
227	20228.6
229	20228.83
230	20229.4
228	20229.83
230	20231.14
229	20231.55
227	20231.72
226	20232.42
227	20233.26
228	20233.36
229	20234.74
229	20872.04
226	22055.43
229	22560.26
227	22570.78
228	22571.26
230	22578.89
226	22590.0
229	23053.66
226	23054.14
230	23060.13
227	23060.38
228	23061.13
228	23062.61
227	23063.23
229	23064.87
230	23092.21
228	23425.72
229	23428.9
230	23430.47
227	23430.9
226	23438.73
227	23441.79
228	23447.17
228	23449.32
229	23450.35
230	23450.54
227	23450.75
228	23453.13
229	23455.79
226	24058.71
229	24060.66
227	24061.1
228	24061.77
230	24063.08
228	24066.47
227	24067.16
230	24068.35
228	24069.74
227	24069.95
229	24069.96
228	24072.16
226	24072.18
230	24072.35
229	24073.71
227	24074.34
229	24465.55
227	24469.49
227	26154.5
228	26154.9
229	26160.08
229	27017.3
227	27017.69
226	27017.84
230	27018.23
228	27018.95
230	27019.98
227	27020.52
229	27023.12
228	27024.77
227	27030.46
228	27030.63
