sender	time_ms
123	1030.72
125	1032.84
122	1032.98
124	1033.96
122	1034.43
121	1035.34
125	1035.58
124	1036.44
122	1037.2
125	1458.4
122	1459.99
124	1472.11
121	1474.29
122	1475.85
125	1475.97
124	1476.05
121	1477.45
124	1477.63
125	1477.73
123	1477.86
122	1478.02
122	1479.14
125	1479.28
121	1480.02
124	1480.28
121	1481.76
125	1482.73
121	1845.06
124	1852.2
122	1859.91
125	1860.95
123	1861.78
124	1861.84
122	1862.98
121	1863.5
125	1864.09
122	1865.55
125	1865.59
124	1865.65
121	1866.83
122	1867.24
121	1867.93
125	1867.99
123	3319.64
125	3319.95
122	3320.82
121	3321.62
125	3322.03
124	3322.2
122	3322.54
121	3323.45
125	3323.71
122	3327.58
124	3328.63
122	3328.81
125	3329.44
121	3446.78
125	4190.27
124	4192.42
122	4192.83
123	4197.94
121	4200.13
125	4201.03
122	4201.78
124	4202.31
121	4203.4
125	4203.73
122	4203.92
124	4206.55
121	5186.3
122	5203.38
124	5204.7
125	5205.7
124	5207.32
121	5207.47
122	5208.25
125	5208.4
123	5208.81
122	5208.94
125	5209.1
121	5209.68
124	5209.82
125	5209.95
121	5210.21
122	5210.26
124	5210.47
125	5212.64
121	5664.4
125	5851.64
124	5852.21
122	5853.36
121	5853.96
124	5855.34
125	5855.38
122	5856.05
123	5856.3
125	5856.31
121	5856.37
124	5856.66
122	5856.92
125	5861.97
125	5864.01
121	7258.27
123	7562.59
125	7581.52
122	7585.67
121	7587.11
125	7589.77
124	7596.58
122	7598.88
125	7603.39
124	7604.44
121	7604.78
123	7605.51
121	9636.16
124	10634.82
122	10634.88
125	10635.06
121	10636.72
125	10637.13
122	10637.16
124	10637.21
121	10638.81
125	10639.18
122	10640.44
125	10987.41
124	10990.84
121	10992.64
122	10993.73
124	10994.94
122	10996.71
121	10997.0
125	10997.2
124	10998.27
122	10999.53
125	10999.6
121	11001.14
122	11001.7
125	11001.77
121	11337.18
121	11639.42
125	11664.14
123	11680.32
122	11680.61
125	11682.17
124	11682.22
122	11683.19
121	11683.22
122	11684.64
125	11684.8
124	11685.52
121	11686.32
125	11686.7
121	12378.46
125	12719.4
122	12719.46
123	12719.86
124	12720.46
121	12721.18
124	12721.26
122	12721.35
125	12721.47
122	12722.68
125	12722.8
121	12724.13
124	12726.12
122	12727.78
121	13037.57
125	13412.69
124	13413.19
123	13413.35
122	13413.38
122	13414.3
121	13414.37
125	13414.38
124	13415.18
122	13416.4
121	13416.83
122	13417.38
125	13417.73
125	13418.59
124	13419.35
121	14041.66
121	14666.92
124	14914.54
125	14916.05
121	14916.29
122	14916.46
122	14917.88
124	14917.93
121	14918.92
125	14919.3
124	14919.76
122	14921.96
122	15575.89
123	15576.11
125	15576.29
124	15577.32
121	15577.87
125	15578.29
122	15578.98
121	15582.82
122	15584.77
125	15825.68
122	16828.46
124	16828.6
121	16829.9
125	16830.33
125	16832.19
122	16833.3
122	16834.3
124	16834.76
121	16836.15
125	16836.17
122	16836.88
125	16837.05
124	16837.93
125	16838.37
121	16838.53
123	16839.27
122	17340.76
124	17341.63
122	17342.74
125	17343.39
121	17343.89
124	17344.64
125	17345.6
121	17346.65
125	17349.19
122	17351.04
125	18139.1
124	18140.01
122	18141.43
121	18142.05
123	18156.18
125	18157.1
121	18312.19
121	18943.0
122	18972.64
125	18973.01
123	18973.48
124	18974.38
121	18975.32
122	18975.49
125	18976.04
124	18976.54
121	18976.56
125	18977.05
121	18977.79
122	18977.82
125	18979.55
123	19740.76
125	19989.3
124	19989.35
122	19989.36
123	19990.09
121	19990.26
122	19990.66
125	19990.7
124	19990.91
121	19991.31
125	19991.33
122	19991.56
124	19992.49
121	19992.56
125	19992.9
122	19994.07
125	19994.15
125	20369.34
121	20370.33
124	20372.64
122	20373.48
121	20377.88
122	20385.09
123	20385.36
125	20385.39
122	20386.41
124	20386.57
125	20386.67
121	20386.82
121	20388.65
122	20388.68
124	20388.83
121	20774.7
121	21084.98
125	21392.42
122	21969.11
124	21969.71
125	21970.42
122	21971.51
125	21971.85
121	21971.92
124	21972.85
123	21977.56
122	23121.68
124	23122.83
125	23123.59
121	23124.7
122	23131.27
125	23132.56
123	23133.25
121	23133.35
125	23135.95
121	24382.83
125	25278.26
122	25278.53
124	25280.27
121	25281.27
122	25287.93
125	25287.95
123	25288.04
124	25289.13
121	25290.41
125	25290.83
122	25291.98
124	25293.08
125	25293.43
121	25294.15
125	25915.72
122	25918.38
121	25918.48
124	25918.5
123	25919.44
122	25919.62
125	25920.06
121	25920.62
122	25924.23
125	25924.55
124	25925.4
125	25926.07
122	25926.94
122	26637.55
121	26643.44
125	26647.83
124	26652.74
124	26655.32
122	26656.12
125	26657.91
122	26657.96
121	26659.75
125	26660.21
125	26662.05
123	26665.02
123	27790.19
121	27912.53
121	28551.09
122	28973.26
125	28973.43
124	28974.22
123	28974.32
121	28974.59
125	28975.71
121	28976.13
122	28977.34
124	28979.97
122	28980.95
125	28982.53
122	28983.1
124	28984.01
121	29456.92
124	29727.07
122	29728.63
125	29728.88
121	29730.28
124	29730.31
125	29731.49
122	29731.56
121	29732.61
123	29745.32
125	30209.76
121	30213.47
122	30215.41
124	30216.12
125	30218.43
124	30218.5
121	30218.88
122	30219.2
125	30219.92
122	30220.99
125	30221.24
125	30712.34
122	30725.18
124	30726.75
121	30727.32
125	30727.32
125	30728.24
122	30728.96
124	30729.46
121	30730.54
125	30730.87
122	30732.59
123	30732.91
125	30734.9
121	30735.02
121	31564.06
121	31933.97
121	32358.24
121	32866.45
123	32882.89
125	32884.54
122	32885.54
124	32886.43
125	32886.97
121	32887.07
122	32887.69
121	32887.8
124	32887.98
125	32888.17
122	32888.48
123	32888.58
124	32888.61
122	32889.58
121	32889.74
125	32889.75
125	32891.12
122	33405.59
125	33413.1
121	33417.72
124	33429.72
122	33433.73
125	33434.19
121	33435.04
124	33435.31
122	33435.85
125	33435.86
121	33436.63
122	33437.3
125	33437.66
124	33437.72
121	33438.88
122	33440.21
125	33676.85
123	33686.43
122	33686.8
121	33687.57
124	33688.22
125	33688.87
122	33688.89
122	33689.86
121	33691.54
124	33693.06
125	33693.14
125	33694.17
124	33694.18
123	33694.35
122	33694.36
121	33695.48
125	33695.69
122	33696.12
121	33964.59
124	34723.06
121	35272.03
121	35430.35
121	36118.39
121	36348.84
121	37134.62
124	37140.1
124	37325.15
125	38149.58
123	38149.69
122	38149.8
122	38150.69
124	38151.35
121	38151.61
125	38151.7
124	38152.48
122	38152.71
121	38153.48
124	38430.31
125	38469.56
122	38470.06
121	38474.22
123	38492.81
121	39519.37
121	39604.96
122	39621.71
124	39622.39
123	39622.52
122	39622.95
125	39623.28
121	39624.5
122	39624.55
124	39625.86
125	39626.93
122	39628.39
121	39885.2
121	40732.28
124	40735.39
125	40740.37
122	40745.92
123	40747.51
124	40747.59
122	40748.51
121	40750.62
125	40750.77
122	40751.78
125	40752.21
122	40753.08
125	40753.35
121	40754.87
121	41454.62
125	41477.44
122	41480.73
124	41482.25
121	41484.03
122	41493.21
124	41493.88
125	41494.89
122	41495.27
125	41495.78
122	41497.37
124	41497.48
121	41499.38
123	41502.98
121	42675.59
124	43064.45
122	43065.56
125	43069.93
124	43071.14
122	43071.42
121	43071.51
123	43071.6
125	43071.91
122	43072.13
121	43072.6
125	43072.65
122	43072.91
124	43073.01
121	43073.9
125	43074.22
121	43224.33
125	43326.23
121	44131.1
121	44300.43
124	44642.42
125	44671.91
122	44672.07
123	44672.37
121	44673.08
122	44673.36
125	44673.61
124	44673.8
121	44675.06
121	44839.37
121	45673.97
121	46826.26
124	47568.72
122	47569.87
125	47570.67
121	47572.6
123	47576.68
125	47576.74
122	47576.78
121	47576.93
124	47576.96
121	47579.63
121	48141.66
121	48463.32
125	49646.56
121	50156.76
121	51333.15
122	53512.28
124	53513.35
125	53514.99
121	53515.62
124	53517.34
125	53517.51
122	53518.04
121	53518.39
125	53520.72
125	53522.12
123	53522.65
122	53523.31
121	53714.55
125	53721.34
124	53721.99
