	47	48	46	45	38	37	28	36	27	17	26	16	35	25	15	14	24	34	13	23	12	22	33	21	32	31	44	43	41	42	52	51	53	54	61	62	71	63	72	82	73	83	64	74	84	85	75	65	86	76	87	77	66	78	67	68	55	56	58	57
47		5.639999999999999	5.780000000000001		6.873333333333334	-9.893333333333334	-9.706666666666667					5.920000000000001	5.713333333333333			7.260000000000001																																												
48	6.066666666666666				6.446666666666667							7.000000000000001			6.739999999999999																																													
46		6.360000000000001		-7.926666666666667			-7.706666666666667		5.819999999999999		-8.633333333333333	6.2666666666666675		5.706666666666667																																														
45	5.3999999999999995					-8.453333333333335	-6.679999999999999			6.306666666666667					6.126666666666667		-8.173333333333334																																											
38							-8.886666666666665					5.906666666666667				6.040000000000001																																												
37										5.3933333333333335	-8.086666666666666					5.64	-7.1000000000000005		6.053333333333333	6.413333333333333																																								
28			5.279999999999999		5.540000000000001							6.16					-7.233333333333333																																											
36												6.293333333333334				5.493333333333334	-7.946666666666667	6.673333333333334	7.046666666666665																																									
27			6.226666666666666			-7.726666666666668	-8.52				-6.119999999999999	6.233333333333333																																																
17		4.846666666666667	5.666666666666668						6.133333333333334				5.293333333333334																																															
26		6.253333333333333				-6.466666666666667							6.213333333333334	6.1933333333333325			-8.393333333333334			5.800000000000001																																								
16				-6.713333333333334		-9.386666666666665			5.966666666666667	5.6466666666666665				6.606666666666667																																														
35	6.366666666666666		6.546666666666666		5.013333333333334	-7.7666666666666675					-9.793333333333331				6.6000000000000005	6.366666666666668	-6.600000000000002																																											
25							-8.586666666666668																																																					
15											-7.206666666666666	6.7733333333333325		6.52			-8.806666666666667		5.173333333333333																																									
14					5.573333333333333	-8.34		6.1	5.38	5.853333333333334	-7.093333333333334																																																	
24	5.913333333333333					-8.206666666666667									5.566666666666666					5.86																																								
34		6.573333333333333	5.646666666666666		6.106666666666667	-10.526666666666667									6.086666666666668		-8.293333333333333																																											
13				-8.1						5.66			5.420000000000001			5.433333333333334		5.693333333333334		6.373333333333333																																								
23		6.513333333333334	5.846666666666667				-8.54			6.873333333333333				5.733333333333333		5.913333333333332	-8.48																																											
12																								-8.059999999999999	6.1066666666666665	5.799999999999999				6.406666666666666	6.280000000000001		5.493333333333334		-9.04	6.113333333333333			6.233333333333333																					
22																					-8.66					6.473333333333333	6.406666666666666	5.746666666666668						-8.44						6.966666666666667																				
33																								-9.02					5.706666666666665	5.56					-7.7666666666666675					6.166666666666666																				
21																										5.066666666666666				6.733333333333333										5.653333333333334																				
32																						5.913333333333332		-8.446666666666665		6.706666666666666				6.286666666666665					-8.906666666666668		5.880000000000002	5.926666666666666	6.326666666666667																					
31																						5.62		-8.946666666666667	6.206666666666667				5.6066666666666665				5.6000000000000005		-5.586666666666665	5.426666666666666																								
44																								-8.746666666666666					6.3133333333333335	6.6466666666666665			5.593333333333333						6.373333333333333	5.946666666666666																				
43																						5.56				5.8533333333333335	5.739999999999999						5.473333333333332							6.14																				
41																						7.013333333333334					5.526666666666667				6.586666666666667								5.746666666666666																					
42																										6.42									-6.4799999999999995		5.513333333333334		5.5200000000000005																					
52																							5.806666666666667					6.233333333333333	5.453333333333334	5.933333333333334						6.473333333333333																								
51																							6.066666666666666		5.966666666666669										-7.006666666666666				6.293333333333334	5.713333333333335																				
53																							6.0		5.8133333333333335		6.493333333333334		6.326666666666665						-7.913333333333331	5.680000000000001		6.626666666666666																						
54																							5.793333333333333									5.413333333333335	5.546666666666667				5.453333333333332																							
61																						6.273333333333332	6.426666666666665			6.826666666666668		5.126666666666666		6.593333333333333				-9.080000000000002		6.3533333333333335				6.22																				
62																								-9.286666666666665			5.553333333333333		5.6066666666666665			5.9	5.566666666666666	-9.319999999999999			6.113333333333333		6.099999999999999																					
71																						5.099999999999999							5.3				5.8933333333333335	-9.413333333333334						5.613333333333333																				
63																							5.493333333333333	-6.48	6.813333333333333		6.140000000000001							-9.38	-7.7333333333333325		5.6466666666666665		5.6066666666666665																					
72																						6.033333333333332				6.493333333333333							6.093333333333334	-8.126666666666667						6.546666666666667																				
82																									6.406666666666666	5.633333333333332		5.14	6.526666666666667						-7.246666666666668			6.94																						
73																																											-7.073333333333333				6.213333333333333		6.72		6.413333333333333									
83																																															5.773333333333334	5.526666666666667		6.019999999999999			5.693333333333333			5.720000000000001			-8.146666666666667	6.079999999999998
64																																										5.893333333333333		5.653333333333332			5.866666666666666					-8.919999999999998	6.239999999999999					5.926666666666666		
74																																																		6.546666666666666				6.179999999999999					-8.553333333333333	
