	47	48	46	45	38	37	28	36	27	17	26	16	35	25	15	14	24	34	13	23	12	22	33	21	32	31	44	43	41	42	52	51	53	54	61	62	71	63	72	82	73	83	64	74	84	85	75	65	86	76	87	77	66	78	67	68	55	56	58	57
47		0.4569640387275241	1.451296605453534		1.5803737191078961	-2.0868824163969797	-2.2813958682300393					1.7251717902350814	0.5352945182158666			1.623520509757069																																												
48	1.1786572852535913				0.21088607594936715							1.7592043399638335			1.3272357723577237																																													
46		1.354170124481328		-1.6014833980163863			-1.2756672250139585		1.654185351270553		-1.950154035736291	1.5236045810729353		1.7547450980392154																																														
45	1.1030841395485198					-1.8985005393743257	-1.4515912897822445			1.3445502645502647					1.4817163504968385		-1.660122699386503																																											
38							-1.719396984924623					-0.17864978902953588				1.31231381919554																																												
37										1.108183421516755	-1.5736660505237217					0.6019275189167662	-1.463821209465381		1.41407867494824	1.2512557870370373																																								
28			1.0989649415692821		1.4512959614225438							-0.0047619047619046565					-1.3384341221151037																																											
36												1.6647860156720917				1.2458223815213065	-1.6319135261466553	1.5034629861982436	1.508095238095238																																									
27			1.7998441847523652			-1.7210787486515642	-1.8930206588498042				-1.1745409735058532	0.013682941531042858																																																
17		1.131618257261411	-0.1863105175292154						-0.4421375186846041				1.21886278515492																																															
26		1.6461964038727523				-1.2685167206040993							1.3856315968675519	1.8219346405228753			-1.679666958808063			1.3677314814814818																																								
16				-1.4321776627856835		-1.9005124056094929			1.7033183856502243	0.15302292768959438				2.02478431372549																																														
35	1.3388507768982703		1.584218141346689		-0.4773357444243518	-1.6875674217907226					-1.7306531115218726				1.2126106594399275	0.8416009557945041	-1.2213496932515338																																											
25							-1.8440871021775544																																																					
15											-1.6488847812692546	1.708535262206148		1.8808888888888886			-1.694542798714578		0.9893064182194616																																									
14					1.2896805304400236	-1.552292340884574		1.5704913209767581	1.776801195814649	1.2299682539682537	-1.3329821318545902																																																	
24	1.3797713280562884					-1.834832793959008									1.6881300813008129					1.6676793981481481																																								
34		1.234384508990318	1.775581524763495		1.526425557564798	-2.228673139158576									1.084769647696477		-1.840666082383874																																											
13				-1.5360500215610178						1.3680634920634918			0.3907184201566224			1.3739307048984466		0.15550815558343797		0.6484953703703703																																								
23		1.235200553250346	1.1706176961602672				-1.819888330541597			1.790716049382716				1.9411241830065362		0.6970927917164477	-1.677522640958224																																											
12																								-1.6507706657339398	1.678594224180127	1.002637916549986				1.5722867680958967	1.2670240685789647		0.9950544818261354		-1.843522660230625	1.2763854864802406			1.3105361305361305																					
22																					-1.6676152279093457					1.1825781760477925	1.6211454176293498	1.5185606900800985						-1.6748975362652543						1.566391300534947																				
33																								-1.842954412964906					0.826336717428088	1.1699815583218072					-1.5699812282113164					1.4410313075506445																				
21																										0.8388611966769346				0.8648501613646845										0.7930562132772075																				
32																						1.190235152763474		-1.752757374373324		1.385497993092504				1.3079875518672197					-1.8478948779833735		1.1740316933849277	1.056495109828443	1.5628010878010878																					
31																						1.1273103329900447		-1.7890731024833857	1.2699539892315224				0.8486999435984208				1.0167676767676768		-1.1130823277017967	1.1445235343964255																								
44																								-1.8455823714585518					1.6957374506486182	0.8354287690179807			0.9865123677722102						1.1511363636363636	1.24644918004034																				
43																						1.7828184002746308				0.9413030897040978	1.1125925925925924						0.9091243140062039							1.3148259230027186																				
41																						0.9889049090284929					1.0038885388223764				1.3085301681503458								1.163018648018648																					
42																										1.3571044525343041									-1.4179082864038617		1.808995761931086		1.4519677544677547																					
52																							0.8251107191847933					1.1440000000000003	1.0627185561195713	1.2592254495159059						1.1022340343579076																								
51																							0.7820732902214382		1.24154870288791										-1.3659501206757843				1.1335081585081588	1.199100236779795																				
53																							0.7884224965706448		0.9790151737640723		1.235274102079395		1.2459870276367737						-1.6412957897559666	1.1721346583468146		1.2898476831810166																						
54																							0.7565667254556144									1.5592828585707148	1.01284498528593				1.8114354155150174																							
61																						1.7856316512186747	1.7967862041936116			1.267361150004667		1.4376142945163282		1.4460580912863072				-1.8555361117507099		1.0572375009629458				1.1537402437954927																				
62																								-1.9673312346974465			1.070030105720087		1.630399041173153			1.2843378310844575	0.9325538853097908	-1.907930002302556			1.2016233646581906		1.001091686091686																					
71																						1.030671129419842							0.7814495205865765				1.5171096794718841	-1.889945506178525						1.1816679821099711																				
63																							0.9352733686067018	-1.3087816252769033	1.2210396475770924		1.1804662885948332							-1.8875585232941896	-1.5008699383212656		0.9789957619310854		0.9842501942501943																					
72																						1.013240645382767				1.3696443573228791							1.0995911874652033	-1.6375040294727148						1.244460229764097																				
82																									1.675349975526187	0.8641930364977131		0.8276771410967343	1.3644430344049634						-1.4657720568517028			1.0675196408529741																						
73																																											-1.4603293745051462				1.2676587853500232		1.4356118999323868		1.2618181818181817									
83																																															1.1782290217895226	0.9777296095595387		1.2599926335174954			0.8851991897366644			1.1782857142857142			-1.373840897999024	0.7521617677715239
64																																										1.4024044903132356		1.0209669211195929			1.2918497913769122					-1.693539851565021	1.1277380148548277					1.6413170498084289		
74																																																		1.7980036832412527				1.0286125133853448					-1.7874442817634622	
84																																											-1.8448994457640535	1.5381424936386772					1.707870182555781	1.1404419889502764		-1.9272862213617297		1.011237570751109	1.7083716734325667	1.3912156862745098			-1.8962941272165286	
85																																										1.3678290783994207					1.433537320352341			1.1582320441988954	1.3335664335664335		1.3440648210668469		1.7120072169598555	1.0440504201680674				
75																																											-1.6093681710213776	1.342442748091603		-1.3957700101317125				0.9654364640883979				1.0823374636683492					-1.5481600780868716	
65																																									1.2042261289210616			0.32202926208651406	1.7228430647942838		0.9724988409828464		0.8527450980392158			-1.268564052920297	0.8814809813189285		1.271087054578259					1.3288180112570356
86																																										1.26109360854608																	-1.5553603383764438	0.9849155722326455
76																																									0.7167321613236816		-1.3807062549485352		0.15007637349100758							-1.28567925137141				1.2782913165266108				
87																																										1.4375520550425493	-1.3396104513064133	1.6470992366412216			1.2456003708854892						0.9064641008327707		1.2162832656743348	1.4489299719887958				
77																																									1.3322302654257154		-1.4612351543942992			-1.665916919959473	0.4900509967547519				1.4167676767676767		0.9269232500562682		1.7317636445647269		-1.6598974358974357			
66																																															1.413713490959666				1.3944366744366747									1.4777319157806963
78																																																			1.4041064491064492		1.394062570335359		0.7473522778529544	1.2487282913165267				0.883085261621847
67																																																	1.3667004732927654				1.5029214494710779				-1.8309304029304028		-1.3359590043923864	
68																																										1.208339670468948	-1.4968931116389548						1.2344624746450306		1.5915656565656566	-1.6143723781865118								
55																																																			0.9136557886557886				1.2324763193504737			1.1287021072796932	-2.0664486741499917	1.3627600583698143
56																																										0.31722976643128725	-1.704519398258116							1.2437937384898712					1.4012629679747408					1.3009797790285595
58																																										0.5118667390910736									1.5202564102564105	-1.2889641819941917						1.2482183908045976		0.5878340629560145
57																																										1.2779793590439978	-1.7345431512272365						0.29912102772143334		1.3898407148407148		1.3513661940130541		1.31212449255751	1.282252100840336			-1.4242524808849846	
