sender	time_ms
81	792.73
81	1082.42
81	2025.23
81	2507.65
81	2729.31
81	2894.89
81	3046.35
83	3372.99
84	3373.62
85	3373.74
84	3376.15
81	3381.88
84	4767.3
83	4767.48
81	4767.69
85	4768.12
82	4769.25
83	4769.26
84	4769.53
85	4770.54
81	5105.3
81	5373.64
84	5944.91
84	6289.55
81	6289.98
83	6290.98
81	6464.9
81	8080.11
84	8080.94
83	8357.41
81	9217.51
84	9748.69
85	9748.77
83	9750.44
84	9751.96
82	9752.55
81	11452.9
81	11686.97
84	12667.21
85	12667.8
83	12667.99
82	12670.75
81	12684.53
81	14625.81
81	15185.19
84	16294.95
83	16297.28
83	16827.0
82	16832.36
83	18593.86
81	21025.61
84	21207.92
85	21208.2
83	21208.27
82	21211.02
83	21211.07
84	21212.42
84	21844.47
85	21844.5
81	21844.87
82	21846.39
83	21846.46
84	21848.7
85	21848.76
83	21849.81
84	22729.63
83	23581.13
83	24410.68
84	24411.07
85	24414.45
85	25875.2
84	25876.6
84	25878.9
83	25879.15
81	25957.03
84	26257.59
83	27625.39
85	27628.33
84	27629.6
85	27633.16
81	27667.78
81	28968.89
81	29315.78
81	29683.31
84	29684.14
85	29686.76
84	30279.37
85	30280.28
83	30282.65
82	30287.44
81	30771.82
84	32777.06
81	32871.25
83	33184.8
84	33186.76
81	33515.75
85	33521.4
84	34226.46
83	34226.89
81	34227.73
85	34228.95
82	34230.29
81	35435.77
84	35536.15
83	35536.51
85	35543.27
81	36427.76
81	36782.87
81	37634.95
83	37662.87
84	37663.8
85	37664.04
82	37665.69
83	37665.92
84	37666.23
81	37789.95
81	38957.2
84	39198.0
85	39198.16
83	39198.6
82	39202.06
81	39784.41
81	40355.93
84	41865.26
85	41869.03
83	41872.76
84	41873.27
81	41874.76
82	41874.96
83	41876.03
85	41877.1
84	41877.12
81	42079.71
81	43060.8
81	44631.51
81	44827.96
81	45675.45
84	45675.49
83	45675.8
82	45677.54
85	45677.6
81	46511.36
83	46688.32
84	46690.98
85	46691.5
82	46695.24
83	47772.2
84	47773.34
84	47774.75
85	47777.05
83	47777.13
82	47781.79
81	48838.22
81	49128.62
81	49946.92
81	50576.93
81	51473.33
83	51912.34
84	51913.79
85	51914.39
81	51915.01
84	51917.52
81	52410.53
81	54122.33
81	57515.52
81	58098.7
84	58609.74
85	58610.3
83	58610.79
81	58610.84
82	58612.35
84	58614.02
81	59061.96
84	60717.58
83	60717.74
82	60718.56
85	60718.61
84	60721.11
83	60723.58
81	60730.12
81	61859.64
85	61995.89
84	62516.2
85	62517.11
83	62519.12
82	62520.12
81	65826.1
81	66543.63
81	67372.43
81	67633.1
81	68301.42
81	69831.52
81	70296.08
81	70404.36
81	70930.75
81	71317.16
84	71399.77
83	71403.26
85	71406.81
82	71414.29
81	71658.12
84	72184.69
85	72277.45
84	72281.66
83	72284.24
84	72535.75
81	72535.93
83	72544.59
85	72547.08
82	72552.01
81	73544.59
81	73728.19
84	73729.01
85	73731.35
83	73731.66
82	73733.91
81	73868.28
84	75589.56
85	75589.64
83	75591.2
82	75598.58
81	76081.62
81	77258.6
84	77919.88
83	77923.52
85	77926.97
82	77929.54
83	79114.37
84	79115.77
85	79116.47
82	79117.81
84	79812.25
85	79815.6
81	79979.01
85	79980.31
84	79980.52
83	79981.1
82	79983.27
81	80462.87
84	80757.59
85	80758.81
83	80761.39
84	81775.07
81	82438.28
81	82738.88
81	83354.72
81	84345.76
81	85547.0
84	85909.6
81	87044.86
83	87409.06
84	87409.29
82	87412.46
84	87422.27
83	87423.54
85	87424.22
81	87910.32
81	88473.66
83	88937.36
84	88937.84
82	88939.66
81	88940.1
81	89857.31
85	89862.93
81	90159.58
81	91416.29
84	91957.08
83	92136.74
81	93081.99
81	93257.39
84	93844.61
84	94312.03
83	94313.89
81	94662.36
81	94948.69
81	97143.78
81	97840.3
81	98884.86
85	98888.0
81	99381.18
81	99952.79
84	99954.01
85	99957.3
83	99958.54
81	100278.32
84	100704.18
81	100777.45
85	101642.56
84	101642.58
83	101643.29
84	101645.35
83	101645.49
81	101657.4
81	102081.47
83	102276.67
82	102276.79
84	102277.73
81	102526.5
81	102668.67
84	102673.42
85	102674.08
81	103217.3
85	103780.21
84	103781.11
83	103783.83
82	103786.03
84	103787.05
83	103787.38
83	104922.55
83	105717.71
81	106147.0
84	106148.96
85	106151.55
83	106154.68
82	106157.83
81	106849.14
84	108160.3
85	108164.71
82	108165.76
83	108166.73
81	108536.58
83	109070.62
85	109492.94
84	109493.17
83	109493.7
81	109507.26
84	109511.01
81	110065.31
81	110554.71
81	110796.19
84	111165.98
