sender	sample_num
66	44497
66	93116
66	161743
66	283671
66	365372
66	463123
66	571561
66	699198
66	733749
66	811817
66	877440
66	951198
66	972780
66	1061038
66	1275197
66	1438252
66	1566161
66	1722462
66	2189727
66	2341274
66	2369109
66	2439323
66	2512383
66	2602871
66	2624712
66	2657590
66	2698644
66	2804686
66	2967148
66	2995660
66	3058814
66	3164315
66	3206779
66	3364762
66	3546948
66	3581373
66	3773623
66	4185228
66	4324404
66	4408733
66	4630942
66	4738364
66	4916368
66	5169588
66	5250224
66	5431787
66	5529501
66	5693714
67	5694192
66	5717739
66	5841744
66	5860648
66	6138214
66	6177501
66	6219152
66	6474287
67	6474820
66	6503239
66	6558575
66	6611096
66	6660311
66	6739772
66	6842404
66	6858759
66	6902752
66	6951371
66	6985423
66	7371801
66	7557240
66	7700103
66	7909204
66	8029373
66	8390299
66	8540798
66	8692305
66	8740126
66	8789221
66	8808591
66	8891573
66	9092788
66	9187387
66	9318731
66	9491483
66	9506920
66	9600628
66	9837482
66	9849813
66	10013523
66	10136369
66	10159422
66	10186407
66	10452403
66	10516324
66	10590844
66	10753382
66	10831870
66	10989131
66	11064574
66	11252574
66	11453207
66	11501833
66	11518491
66	11716174
66	12029466
66	12142862
66	12282542
66	12314051
66	12408468
66	12448908
66	12626389
66	12668573
66	12727705
66	12998888
66	13098708
66	13329905
66	13389683
66	13414963
66	13734961
66	14288789
66	14369201
70	14369936
66	14388910
66	14450755
66	14589574
66	14623830
66	14712898
66	14846253
66	15085895
66	15177126
66	15222549
66	15267818
66	15755725
66	15836953
66	16047427
66	16220632
66	16479395
66	16507282
66	16583745
66	16686176
66	16854327
66	16922977
66	17049432
66	17287557
66	17332069
66	17404755
66	17593533
66	17725463
66	17934005
66	17944744
66	17984823
66	18137631
66	18207093
66	18406749
66	18520124
66	18581644
66	18681393
66	18698118
66	18964219
66	18993401
66	19105100
66	19323591
66	19364902
66	19513358
66	19569767
66	19593325
66	19762864
66	19777562
66	19925917
66	20023269
66	20106388
66	20357519
66	20399986
66	20580283
66	20812605
66	20845911
66	21020910
66	21111406
66	21369922
66	21438003
66	21448553
66	21463426
66	21481967
66	21739437
66	21899465
66	22008655
66	22104909
66	22469630
66	22628108
66	22757382
66	22865057
66	22887122
66	22927766
66	22978198
66	22992381
66	23009178
66	23063984
66	23133511
66	23181266
66	23201295
66	23345376
66	23611969
66	23647280
66	23904948
66	24107061
66	24232438
66	24325646
66	24486615
66	24620748
66	24774141
66	24975343
66	25007303
66	25215907
66	25648085
66	25654036
66	25715652
66	25898422
66	26005914
66	26054755
66	26133399
66	26235241
66	26306898
66	26399403
66	26514318
66	26998030
66	27209273
66	27231723
66	27271054
66	27340630
66	27465149
66	27653592
66	27789208
66	27995044
66	28022635
66	28059948
66	28095167
68	28095538
66	28158747
66	28194171
66	28340297
66	28429689
66	28501361
66	28656261
70	28656771
66	28913205
66	29046122
66	29143502
66	29237429
66	29520517
66	29753517
66	29813057
66	29866466
66	29917587
66	29955694
66	29997182
68	29997759
